JobID,Account Code,Account Name,Site Code,Site Name,PostCode,Job Type,Status,Visit Date,Portal Status,Allocated Engineer,Parts Due,Total Job Value,Equipment
57019,1ST0001,University of Northampton Enterprises Limited,1ST000105,The University of Northampton/Fao Kevin Willams,NN1 5PH,Callback,230,03/01/2026,Pending Engineer Visit,Ray Oram,11/12/2025,113.83,Truvox MW340
57018,1ST0001,University of Northampton Enterprises Limited,1ST000105,The University of Northampton/Fao Kevin Willams,NN1 5PH,Callback,230,03/01/2026,Pending Engineer Visit,Ray Oram,11/12/2025,238.82,Truvox Hydromist Lite
57016,1ST0001,University of Northampton Enterprises Limited,1ST000105,The University of Northampton/Fao Kevin Willams,NN1 5PH,Callback,230,10/01/2026,Pending Engineer Visit,Ray Oram,11/12/2025,61.5,MAKITA CL001G
57013,5002573,St Giles Hotel  - St Giles Hotels Ltd,5002573,St Giles Hotel  - St Giles Hotels Ltd,WC1B 3GH,Breakdown B Rate,575,14/01/2026,Attended - In Processing,Adrian Chioveanu,11/12/2025,358.52,BISSELL 48F3E BIG GREEN
57009,RIDG002,Ridge Crest Cleaning LTD,RIDG002105,Ridge Crest Cleaning LTD / St Richard Reynolds Catholic College,TW1 4LT,Breakdown B Rate,230,15/12/2025,Pending Engineer Visit,Peter Hunte,12/12/2025,94,
57004,TWIC002,Twickenham Preparatory School,TWIC002,Twickenham Preparatory School,TW12 2SA,Field Service,230,16/02/2026,Pending Engineer Visit,Steve Batt,01/01/2026,0,i-team i-mop XL; i-team i-mop XL; Field Service Up to 2 Machines Per Visit
57003,5009698,Gold Care Homes,500969803,Peveral Green Care Home,CM3 2JL,Field Service,230,14/01/2026,Pending Engineer Visit,Chris Thomas,01/01/2026,0,Bissell DC100
57001,5006477,Dhamecha Group / Wembley,500647711,Dhamecha Group / Leyton,E10 7AS,Field Service,230,12/01/2026,Pending Engineer Visit,Peter Hunte,01/01/2026,0,NILFISK SC800 71D
57000,5009918,Warburtons +,500991803,Warburtons Ltd,EN3 7XG,Arranged Visit,230,07/01/2026,Pending Engineer Visit,Ciaran McRae,01/01/2026,0,Monthly Service Various machines to be serviced
56999,UCLH001,UCLH +,UCLH00104,NHNN Hospital,WC1N 3BG,Arranged Visit,250,16/01/2026,Pending Engineer Visit,Chris Thomas,12/01/2026,0,Monthly Service Various machines to be serviced
56998,5006975,Sopwell House +,500697505,Sopwell House / Cottonmill Spa,AL1 2HQ,Arranged Visit,230,17/01/2026,Pending Engineer Visit,Adrian Chioveanu,17/01/2026,0,NUMATIC TTB1840.36; NUMATIC NUC244NX; LVC Service of referenced equipment
56995,5002154,Kingston University Service Company,500215403,Kingston University Service Company,KT1 2EE,Arranged Visit,250,09/01/2026,Pending Engineer Visit,Peter Hunte,01/01/2026,0,Field Service Up to 10 Machines Per Visit
56994,NOBU001,London Portman Hotel Ltd T/a Nobu Hotel London Portman Squar,NOBU001,London Portman Hotel Ltd T/a Nobu Hotel London Portman Squar,W1H 7BG,Arranged Visit,600,09/01/2026,Requires Invoicing,Steve Batt,14/01/2026,182.48,Sebo AUTOMATIC XP 10; Monthly Service 12 Machines to be Serviced; Sebo AUTOMATIC XP 10; Sebo AUTOMATIC XP 10; Sebo AUTOMATIC XP 10; Sebo AUTOMATIC XP 10; SEBO XP 20; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm
56992,5001077,Claridges Hotel,500107702,Claridges Hotel / Housekeeping Dept,W1K 4HR,Arranged Visit,550,15/01/2026,Attended - Further Work Needed,Adrian Chioveanu,21/01/2026,159.05,Monthly Service 15 Machines to be serviced; Sebo XP10 30cm; Bissell BG10; Sebo XP10 30cm; Numatic Quick NQ100 V16; Numatic Quick NQ100 V16; Sebo AUTOMATIC XP 10; Sebo AUTOMATIC XP 10; Sebo AUTOMATIC XP 10; Sebo AUTOMATIC XP 10; Sebo XP10 30cm; NUMATIC NQ 100; NUMATIC NQ 100; NUMATIC NQ 100; NUMATIC NQ 100
56991,5006477,Dhamecha Group / Wembley,500647709,Dhamecha Group / Leicester,LE1 2LB,Field Service,230,09/01/2026,Pending Engineer Visit,Ray Oram,01/01/2026,0,Nilfisk SC800
56990,WOOD006,Berkeley Home (North East London) Limited,WOOD00601,"Woodberry Down /The Park Collection, Block F",N4 2GQ,Field Service,230,02/01/2026,Pending Engineer Visit,Ciaran McRae,01/01/2026,0,Nilfisk SC6500 1100C
56989,WOOD006,Berkeley Home (North East London) Limited,WOOD00602,Woodberry Down /Hartington Court Block D,N4 2WL,Field Service,230,02/01/2026,Pending Engineer Visit,Ciaran McRae,06/01/2026,0,Nilfisk SC6500 1100C
56988,5005599,Janitorial Express,500559963,Janitorial Express/Islington Council (Electoral,N1 2DU,Field Service,230,23/01/2026,Pending Engineer Visit,Steve Batt,24/01/2026,0,i-team i-mop XL Pro
56987,5010861,Unison +,5010861,Unison +,NW1 2AY,Field Service,230,22/01/2026,Pending Engineer Visit,Adrian Chioveanu,01/01/2026,0,Numatic NRV200; Numatic NRV200; Numatic NRV200; Numatic NRV200; Taski Ergodisc Duo; NUMATIC NRV200-11; NUMATIC hvr160-11; titan ttb431vac; NUMATIC hvr160-11; titan ttb431vac; NUMATIC hvr160-11; Field Service Various machines to be serviced (as listed)
56985,5010836,Hilton London Paddington +,5010836,Hilton London Paddington +,W2 1EE,Field Service,230,21/01/2026,Pending Engineer Visit,Steve Batt,01/01/2026,0,i-team i-mop XL Pro; Bissell DC100; Numatic Quick NQ100 V16; Field Service Various machines to be serviced (as listed)
56984,NOVA001,Burj Lounge Ltd,NOVA001,Burj Lounge Ltd,W3 0PA,Field Service,230,27/01/2026,Pending Engineer Visit,Peter Hunte,20/01/2026,0,i-team i-mop XL; Karcher BD43/25C BP; Field Service Various machines to be serviced (as listed)
56983,REN001,SES Manager Ltd SES Nominee Ltd,REN00101,Rendall and Rittner / 190 Strand,WC2R 1AB,Field Service,230,12/01/2026,Pending Engineer Visit,Shane Wingfield,01/01/2026,0,Bissell BG10; Viper LSU135; Viper LSU255; Nilfisk SC500; i-team i-mop XL; Nilfisk SC6000 860D; Sebo BS46; Sebo BS46; SEBO bs46  comfort; Field Service Various machines to be serviced (as listed)
56982,WRLW001,Whitehall Hotel Limited T/A Raffles London,WRLW00101,The Raffles Hotel at OWO / Housekeeping,SW1A 2EU,Arranged Visit,230,29/01/2026,Pending Engineer Visit,Steve Batt,24/01/2026,0,Monthly Service 10 Machines to be serviced
56980,WOOD006,Berkeley Home (North East London) Limited,WOOD00604,Estates Office - Woodberry Grove,N4 2NE,Field Service,230,02/01/2026,Pending Engineer Visit,Ciaran McRae,24/01/2026,0,i-team i-mop XL Pro; Nilfisk SC6500 1100C; Karcher B150 R; Field Service Up to 3 Machines Per Visit
56979,5005642,Heatherwood Hospital - Supp No 000003358,500564205,Farnham Centre For Health Hospital - Hotel Services,GU9 9QL,Arranged Visit,230,21/01/2026,Pending Engineer Visit,Adrian Chioveanu,01/01/2026,0,i-team i-mop XL; Nilfisk SC500; i-team i-mop XL; Nilfisk FM400H; Monthly Service Various machines to be serviced
56978,5005642,Heatherwood Hospital - Supp No 000003358,500564203,Heatherwood Main Stores,SL5 7GB,Arranged Visit,250,19/01/2026,Pending Engineer Visit,Ciaran McRae,01/01/2026,0,Monthly Service Various machines to be serviced
56977,WEXH001,Frimley Health NHS FT - Supp No 000003358,WEXH00101,Wexham Park Hospital,SL2 4HL,Arranged Visit,230,16/01/2026,Pending Engineer Visit,Ciaran McRae,13/01/2026,0,Monthly Service Various machines to be serviced
56976,5001334,Paul Rothe,5001334,Paul Rothe,W1U 2NN,Field Service,230,22/01/2026,Pending Engineer Visit,Adrian Chioveanu,01/01/2026,0,Nilfisk 70; NILFISK GD 930; Nilfisk 90; Field Service Various machines to be serviced (as listed)
56975,BMI007,Circle Health Group/St Edmunds Hospital  Vendor 105740,BMI00702,Circle Health Group/St Edmunds Hospital,IP33 2AA,Field Service,230,20/01/2026,Pending Engineer Visit,Ray Oram,01/01/2026,0,i-team i-mop XL; NUMATIC NUC244NX; Field Service Various machines to be serviced (as listed)
56974,ISLI001,Sager House (Almeida) Ltd,ISLI00101,Islington Square,N1 1TU,Field Service,230,23/01/2026,Pending Engineer Visit,Steve Batt,01/01/2026,0,i-team i-mop XL; Nilfisk ES300; Field Service Various machines to be serviced (as listed)
56973,EXCE001,Excel Winner UK LTD - Dwellant,EXCE00101,One Thames City,SW8 5GZ,Field Service,230,13/01/2026,Pending Engineer Visit,Shane Wingfield,17/01/2026,0,i-team i-mop XL Pro; Viper CEX410; MAKITA DVC261; NUMATIC VNR200-11; NUMATIC VNR200-11; NUMATIC VNR200-11; NUMATIC VNR200-11; Viper LSU255; Viper LSU255; Viper As710R; SEBO  xp10; Field Service Various machines to be serviced (as listed); i-team i-mop XL Pro
56972,BSHL001,Bow Street Hotel Ltd,BSHL00101,Bow Street Hotel/Nomad Hotel,WC2E 7AW,Field Service,230,20/01/2026,Pending Engineer Visit,Chris Thomas,01/01/2026,0,Field Service Various machines to be serviced (as listed)
56971,5008510,Park Royal Studio +,500851001,Park Royal Studio,NW10 7AE,Field Service,230,26/01/2026,Pending Engineer Visit,Shane Wingfield,01/01/2026,0,Z - IMOP  IMOP XL; i-team i-mop XXL Pro; Field Service Various machines to be serviced (as listed)
56970,PELL001,Peninsula London  LP,PELL00101,Peninsula London LP / Housekeeping,SW1X 7HJ,Arranged Visit,230,19/01/2026,Pending Engineer Visit,Steve Batt,15/01/2026,0,Monthly Service 10 Machines to be serviced
56969,MEDW001,Medway NHS Foundation Trust,MEDW00101,Medway Maritime Hospital / Main Stores,ME7 5NY,Arranged Visit,230,30/01/2026,Pending Engineer Visit,Ciaran McRae,02/01/2026,0,NILFISK SO4500; NILFISK VL500 55-2; Nilfisk FM400L; Field Service Up to 10 Machines Per Visit
56968,CITY009,City Pride Residential Ltd,CITY00901,Rendall and Rittner/Landmark Pinnacle,E14 9GU,Field Service,230,12/01/2026,Pending Engineer Visit,Peter Hunte,01/01/2026,0,Sebo XP10 30cm; Truvox VBU; i-team i-mop XL; Truvox VBU; Fimap MMG PLUS CB; Top Regal SWM33; Field Service Various machines to be serviced (as listed)
56966,5006734,St Martins School,5006734,St Martins School,HA6 2DJ,Field Service,230,23/01/2026,Pending Engineer Visit,Adrian Chioveanu,01/01/2026,0,Z - IMOP/ Imop
56963,5008905,McCormick (UK) Ltd +,500890502,McCormick  Haddenham,HP17 8LB,Arranged Visit,230,09/01/2026,Pending Engineer Visit,Ciaran McRae,01/01/2026,0,Field Service Various machines to be serviced (as listed)
56962,5008032,Principle Cleaning Services Ltd,500803277,Principle Cleaning -11-21 Canal Reach,N1C 4DB,Arranged Visit,230,16/01/2026,Pending Engineer Visit,Peter Hunte,01/01/2026,0,Field Service Up to 22 Machines Per Visit
56960,MEDI004,Medirest - Ealing Hospital -vendor  57674,MEDI004,Medirest - Ealing Hospital -vendor  57674,UB1 3HW,Arranged Visit,575,14/01/2026,Attended - In Processing,Ray Oram,20/01/2026,363.36,Karcher BDP50/1500C; Karcher T10/1; KARCHER B40W; Karcher BD43/25C BP; Karcher B150 R; Monthly Service Various machines to be serviced; Taski Vento 8; NILFISK BA451; KARCHER BDP 43/400; TRUVOX ORBIS COMPACT; Truvox Orbis 400; i-team i-mop XL; i-team I-remove B; Karcher T10/1
56959,MEDI003,Medirest - Northwick park Hospital -vendor  57674,MEDI00301,Medirest - Central Middlesex Hospital,NW10  7NS,Arranged Visit,220,16/01/2026,Awaiting Parts for Repair,Ray Oram,13/01/2026,55.89,- Various Machines to be service; KARCHER BD 43/25C; KARCHER B40W; KARCHER B40W
56958,5008491,Berkeley Hotel +,500849103,Berkeley Hotel,SW1X 7RL,Arranged Visit,230,16/01/2026,Pending Engineer Visit,Adrian Chioveanu,08/01/2026,0,Monthly Service 7 Machines to be Serviced
56957,5011100,The Ritz London,501110003,The Ritz London / Housekeeping,SW1A 1RD,Arranged Visit,600,05/01/2026,Requires Invoicing,Steve Batt,09/01/2026,354.35,Monthly Service 5 Machines to be Serviced; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo AUTOMATIC XP 10; Sebo XP10 30cm; Sebo AUTOMATIC XP 10; Sebo XP10 30cm; Sebo XP10 30cm; Sebo AUTOMATIC XP 10; Sebo XP10 30cm; Sebo Professional D8
56956,5002264,Comojo (UK) Ltd - Metropolitan London Hotel,5002264,Comojo (UK) Ltd - Metropolitan London Hotel,W8 6SA,Arranged Visit,500,14/01/2026,Attended,Chris Thomas,24/01/2026,169.21,Monthly Service 5 Machines to be Serviced; Sebo Dart 1; Sebo Dart 1; Sebo Dart 1; Sebo Dart 1; Sebo Dart 1
56955,22HO001,22 Hotel Management Ltd T/a The Twenty Two,22HO00101,THE 22 Hotel - Goods In(7AM TO 3.30PM),W1K 6LH,Arranged Visit,500,14/01/2026,Attended,Adrian Chioveanu,19/01/2026,0,Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Bissell BG10; Numatic VNP180; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm
56954,5010636,NLI Operator Ltd / CORINTHIA LONDON HOTEL,501063602,Corinthia Hotel London,SW1A 2BD,Arranged Visit,600,13/01/2026,Requires Invoicing,Steve Batt,10/01/2026,125.14,Monthly Service 5 Machines to be Serviced; Sebo Dart 1; Sebo Dart 1; Sebo Dart 1
56953,MEDI003,Medirest - Northwick park Hospital -vendor  57674,MEDI003,Medirest - Northwick park Hospital -vendor  57674,HA1 3UJ,Arranged Visit,250,28/01/2026,Pending Engineer Visit,Chris Thomas,20/01/2026,344.24,Karcher BD43/25C BP; Karcher BD43/25C BP; Field Service Up to 15 Machines Per Visit; Karcher BD43/25C BP; KARCHER B40W
56953,MEDI003,Medirest - Northwick park Hospital -vendor  57674,MEDI003,Medirest - Northwick park Hospital -vendor  57674,HA1 3UJ,Arranged Visit,250,28/01/2026,Pending Engineer Visit,Ray Oram,20/01/2026,344.24,Karcher BD43/25C BP; Karcher BD43/25C BP; Field Service Up to 15 Machines Per Visit; Karcher BD43/25C BP; KARCHER B40W
56952,5011124,Café Royal Hotel +,5011124,Café Royal Hotel +,W1B 5EL,Arranged Visit,230,22/01/2026,Pending Engineer Visit,Steve Batt,10/01/2026,0,Monthly Service Various machines to be serviced
56949,5008032,Principle Cleaning Services Ltd,500803208,Principle Cleaning Ltd - Gibbs Building,NW1 2BE,Arranged Visit,550,15/01/2026,Attended - Further Work Needed,Chris Thomas,17/01/2026,75.1,NUMATIC NRV200-11; extention lead extention lead; NUMATIC PSP180-11; COMET k250; MIELE SGSK3; Monthly Service Various machines to be serviced; Tersano Lotus Pro Dispensing system; Viper CEX410; Viper LSU255; Viper LSU255; tmb contour tp43b; TMB TDR 43 SPRAY
56946,5008916,Epsom College +,5008916,Epsom College +,KT17 4JQ,Arranged Visit,200,06/01/2026,Processing,Peter Hunte,06/01/2026,128.26,Monthly Service Various machines to be serviced; NUMATIC NVH180; Numatic NRV200; Rug Doctor Wide Track; Victor Sprite 300; Victor Sprite 300; NUMATIC NSP180; NUMATIC NVH180; Victor Sprite 300; Rug Doctor Wide Track; Victor Pro15; NUMATIC NVH180; Victor Contractor400; Sebo 350 Evo; NUMATIC NRV 240-11; PREMIERE WPU120; Nilfisk BA531; NUMATIC VNR200-11; Numatic NTD750; yard force  sp04; yard force  sp04; yard force  sp04; Karcher cv36/2
56945,5001747,Circle Health Group Ltd/ Clementine Churchill  Vendor 105740,500174702,Circle Health Group/ Clementine Church,HA1  3RX,Arranged Visit,230,22/01/2026,Pending Engineer Visit,Ray Oram,01/01/2026,0,Monthly Service 8 Machines to be serviced
56944,5008686,Radisson Blu Hotel Stansted Airport,500868604,Radisson Blu Hotel Stansted Airport Ltd,CM24 1PP,Arranged Visit,230,13/01/2026,Pending Engineer Visit,Ciaran McRae,20/01/2026,0,Monthly Service Various machines to be serviced
56943,5001195,Jumeirah Carlton Tower Hotel,500119503,Carlton Towers Jumeirah / Receiving Bay,SW1X 9PY,Arranged Visit,230,23/01/2026,Pending Engineer Visit,Adrian Chioveanu,23/01/2026,0,Monthly Service 15 Machines to be serviced
56942,WEST007,Westminster School,WEST00701,Westminster School (College Hall),SW1P 3PF,Arranged Visit,575,14/01/2026,Attended - In Processing,Adrian Chioveanu,19/01/2026,0,Monthly Service 12 Machines to be Serviced; NUMATIC nvh 370-2; NUMATIC HVR 200A; NUMATIC nvh 370-2; NUMATIC nvh 370-2; NUMATIC nvh 370-2; NUMATIC nvh 370-2; NUMATIC nvh 370-2; NUMATIC NQS 250-22; NUMATIC HVR 200A; NUMATIC VNR200-11; NUMATIC erp 180-11; MAKITA VC008G
56941,5010935,Prime Hotels (UK) Ltd T/A Bulgari Hotel & Residences +,501093502,Bulgari Hotel & Residences,SW7 1DW,Arranged Visit,500,14/01/2026,Attended,Steve Batt,07/01/2026,199.6,Monthly Service 6 machines to be serviced; Sebo X7; SEBO bs360; SEBO BS 360; SEBO BS 360; Sebo AUTOMATIC XP 10; i-team i-mop XL; SEBO BS 360
56940,KIMP001,Kimpton Fitzroy London-Housekeeping Dept,KIMP001,Kimpton Fitzroy London-Housekeeping Dept,WC1B 5BE,Arranged Visit,220,16/01/2026,Awaiting Parts for Repair,Steve Batt,14/01/2026,90.64,Monthly Service 5 Machines to be Serviced; Sebo XP10 30cm
56939,GROV001,Meridian Hotel Operations Ltd,GROV00102,Meridian Hotel Operations Ltd / Housekeeping,SE10 0TW,Arranged Visit,230,21/01/2026,Pending Engineer Visit,Steve Batt,14/01/2026,0,Field Service Up to 10 Machines Per Visit
56937,5010794,The Royal Household,501079445,Buckingham Palace,SW1A 1AA,Arranged Visit,230,12/01/2026,Pending Engineer Visit,Peter Hunte,11/01/2026,0,Field Service Up to 6 Machines Per Visit
56936,5010794,The Royal Household,501079404,Windsor Castle,SL4 1NJ,Arranged Visit,230,08/01/2026,Pending Engineer Visit,Peter Hunte,01/01/2026,0,Monthly Service 6 machines to be serviced
56934,TREE001,Tree House Hotel,TREE001,Tree House Hotel,W1B 2QS,Arranged Visit,600,13/01/2026,Requires Invoicing,Chris Thomas,01/01/2026,368.92,Bissell BG10; Field Service Up to 5 Machines Per Visit; NUMATIC erp 180-11; i-team i-mop XL Pro
56933,5008344,The Grove Hotel,500834404,Grove Hotel **,WD3 4TG,Arranged Visit,230,28/01/2026,Pending Engineer Visit,Steve Batt,16/01/2026,0,Monthly Service 5 Machines to be Serviced
56932,5006585,Connaught The,500658505,The Connaught / Housekeeping Department,W1K 2AL,Arranged Visit,600,02/01/2026,Requires Invoicing,Steve Batt,15/01/2026,152.16,Sebo X7; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Monthly Service 5 Machines to be Serviced
56931,5006585,Connaught The,500658505,The Connaught / Housekeeping Department,W1K 2AL,Arranged Visit,230,16/01/2026,Pending Engineer Visit,Adrian Chioveanu,02/01/2026,0,Monthly Service 5 Machines to be Serviced
56930,5001043,Greenwich Leisure Limited,500104311,Greenwich Leisure Limited / Gunnersbury Park Sports Hub,W3 8LQ,Field Service,230,14/01/2026,Pending Engineer Visit,Shane Wingfield,01/01/2026,0,NUMATIC tt4055; LVC Service of referenced equipment
56929,EXCE001,Excel Winner UK LTD - Dwellant,EXCE00102,FAO Carrie Mooney - Thames City Residential,SW8 5GZ,Field Service,230,13/01/2026,Pending Engineer Visit,Shane Wingfield,01/01/2026,0,NUMATIC VNR200-11; NUMATIC VNR200-11; PACVAC Velo; Numatic Quick NQ100 V16; Nilfisk SC500; Field Service Various machines to be serviced (as listed); i-team i-mop XL Pro
56927,5008501,HCA Healthcare UK / London Bridge Hospital- Vendor No A10574,500850103,HCA Healthcare UK / London Bridge Hospital,SE1 2PR,Arranged Visit,250,22/01/2026,Pending Engineer Visit,Chris Thomas,15/01/2026,0,Monthly Service 5 Machines to be Serviced
56926,5008192,HCA Healthcare UK / Harley Street Clinic - Vendor No A105740,500819204,HCA Healthcare UK / Harley Street Clinic,W1G 8BJ,Arranged Visit,230,20/01/2026,Pending Engineer Visit,Steve Batt,20/01/2026,0,Monthly Service 5 Machines to be Serviced
56925,5005528,HCA Healthcare UK /  Princess Grace Hospital,500552802,HCA Healthcare / Princess Grace Hospital,W1U 5NY,Arranged Visit,230,20/01/2026,Pending Engineer Visit,Steve Batt,20/01/2026,0,Monthly Service 5 Machines to be Serviced
56924,5001359,HCA Healthcare UK / Portland Hospital -  Vendor No A105740,500135902,HCA Healthcare UK / Portland Hospital,W1W 5AH,Arranged Visit,200,09/01/2026,Processing,Steve Batt,26/01/2026,0,Monthly Service 5 Machines to be Serviced; KARCHER PUZZI 30/4; Nilfisk FM400D; Numatic Quick NQ100 V16; NUMATIC HVR200-11; i-team i-mop XL Pro; i-team i-mop XL Pro
56923,5001243,HCA Healthcare UK / Lister Hospital -  Vendor No A105740,500124302,HCA Healthcare UK / Lister Hospital,SW1W 8RH,Arranged Visit,500,15/01/2026,Attended,Ray Oram,15/01/2026,0,Monthly Service 5 Machines to be Serviced; Numatic Quick NQ100 V16; Nilfisk VP300 Hepa
56922,5009417,HCA Healthcare UK / Wellington Hospital- Vendor No A105740,500941702,HCA Healthcare UK / Wellington Hospital,NW8 9LE,Arranged Visit,575,15/01/2026,Attended - In Processing,Ray Oram,27/01/2026,10.9,Monthly Service 5 Machines to be Serviced; Karcher HV 1/1 Bp
56921,WOL002,The Wolseley,WOL00205,Wolseley Group - Wolseley in the City,EC4N 7HR,Arranged Visit,230,29/01/2026,Pending Engineer Visit,Peter Hunte,01/01/2026,0,i-team i-mop XL Pro; Steam Clean Systems SC2400; Karcher HD6/13 C; LVC Service of referenced equipment; Fimap Genie B
56920,WOL002,The Wolseley,WOL00204,The Wolseley Group / Manzi,W1D 3EN,Arranged Visit,230,06/01/2026,Pending Engineer Visit,Peter Hunte,01/01/2026,0,i-team i-mop XL Pro; KARCHER HD 5/12 C; LVC Service of referenced equipment
56919,WOL002,The Wolseley,WOL00203,Wolseley Group - The Delaunay,WC2B 4BB,Arranged Visit,230,19/01/2026,Pending Engineer Visit,Peter Hunte,01/01/2026,0,i-team i-mop XL; KARCHER hd 5/11; LVC Service of referenced equipment
56918,WOL002,The Wolseley,WOL00202,Wolseley Group - Brasserie Zedel,W1F 7ED,Arranged Visit,230,19/01/2026,Pending Engineer Visit,Peter Hunte,01/01/2026,0,i-team i-mop XL Pro; Z - IMOP IMOP XL; LVC Service of referenced equipment
56916,5008625,Guys & St Thomas's Hospital Trust,500862508,Guys & St Thomas's Hospital Trust / Catering Dept,SE1 7EH,Field Service,230,22/01/2026,Pending Engineer Visit,Shane Wingfield,01/01/2026,0,Viper AS5160; VIPER AS5160T; Field Service Up to 2 Machines Per Visit
56896,5008896,Axminster Services Ltd +,500889633,Axminster Night Cleaners,NW1 6JQ,Callback,230,10/01/2026,Pending Engineer Visit,Steve Batt,09/12/2025,51.54,Nilfisk FM400L
56893,5010844,Churchill Group Ltd / Hyatt Regency London - The Churchill,501084401,Hyatt Regency London-The Churchill,W1H 7BH,Callback,575,14/01/2026,Attended - In Processing,Chris Thomas,09/12/2025,226.73,Nilfisk ES300; Viper CEX410
56892,5006585,Connaught The,500658504,Connaught The*,W1K 2AL,Hire Breakdown,575,10/12/2025,Attended - In Processing,Steve Batt,09/12/2025,225.69,i-team i-mop XL Pro
56892,5006585,Connaught The,500658504,Connaught The*,W1K 2AL,Hire Breakdown,575,10/12/2025,Attended - In Processing,Steve Batt,09/12/2025,225.69,i-team i-mop XL Pro
56890,5001474,The Victory (Services) Association,500147403,The Victory (Services) Association / Housekeeping,W2 2HF,Workshop Repair,400,09/12/2025,Awaiting Parts for Repair,Luke Langlands,,33.35,i-team Battery; i-team Battery
56884,5006975,Sopwell House +,500697505,Sopwell House / Cottonmill Spa,AL1 2HQ,Callback,230,17/01/2026,Pending Engineer Visit,Adrian Chioveanu,08/12/2025,13.28,NUMATIC TTB1840.36
56883,5006585,Connaught The,500658505,The Connaught / Housekeeping Department,W1K 2AL,Callback,230,16/01/2026,Pending Engineer Visit,Adrian Chioveanu,08/12/2025,148.16,Sebo XP10 30cm; Numatic NQS250
56874,RIDG002,Ridge Crest Cleaning LTD,RIDG00229,Ridge Crest Cleaning LTD / Hylands School,CM1 3ET,Workshop Collection & Repair,400,16/12/2025,Awaiting Parts for Repair,Luke Langlands,15/01/2026,227.56,Numatic TT3450S; Numatic TT3450S
56870,5001077,Claridges Hotel,500107702,Claridges Hotel / Housekeeping Dept,W1K 4HR,Hire Service,500,10/12/2025,Attended,Adrian Chioveanu,,0,imop xl; i-team i-mop XL Pro; i-team i-mop XL Pro
56860,UCLH001,UCLH +,UCLH00104,NHNN Hospital,WC1N 3BG,Callback,250,16/01/2026,Pending Engineer Visit,Chris Thomas,22/01/2026,1078.7,Viper LSU255; KARCHER B40W; KARCHER B40W
56858,5010873,WGC Ltd,5010873,WGC Ltd,N1 6LQ,Workshop Repair,200,15/12/2025,Processing,Luke Langlands,,468.98,KLEEVER 1250 Kg
56858,5010873,WGC Ltd,5010873,WGC Ltd,N1 6LQ,Workshop Repair,200,14/01/2026,Processing,Luke Langlands,,468.98,KLEEVER 1250 Kg
56851,CLEA004,CleanEvent Services Ltd,CLEA00404,CleanEvent Services LTD / Tottenham Hotspur Football Club Training Ground,EN2 9AP,Callback,400,15/01/2026,Awaiting Parts for Repair,Ciaran McRae,02/12/2025,8029.57,ICE VAC WD 40; CLEANFIX TW 1250; I TEAM I-mop xl pro; CLEANFIX TW 1250; ICE SCRUB 65D; i-team i-mop XL Pro; I TEAM I-mop xl pro
56847,PRIN003,De Vere 2 Ltd,PRIN00301,De Vere Wokefield Estate,RG7 3AE,Workshop Repair,200,09/01/2026,Processing,Luke Langlands,02/12/2025,51.9,SANTOEMMA POWERFUL-SILENT
56845,5009783,Superdrug - Goods In,5009783,Superdrug - Goods In,LU5 4RZ,Field Service,230,12/02/2026,Pending Engineer Visit,Ciaran McRae,01/11/2025,0,KARCHER B 250 R I
56831,5008344,The Grove Hotel,500834407,Grove Hotel-Jamie Grierson,WD3 4TG,Callback,230,24/01/2026,Pending Engineer Visit,Shane Wingfield,19/01/2026,111.16,Z - IMOP/ Imop XL; Karcher HD 6/13 CX Plus; Viper As710R
56823,5001195,Jumeirah Carlton Tower Hotel,500119503,Carlton Towers Jumeirah / Receiving Bay,SW1X 9PY,Callback,575,18/12/2025,Attended - In Processing,Peter Hunte,01/12/2025,177.24,Monthly Service 15 Machines to be serviced
56818,MEDW001,Medway NHS Foundation Trust,MEDW00101,Medway Maritime Hospital / Main Stores,ME7 5NY,Callback,230,30/01/2026,Pending Engineer Visit,Ciaran McRae,01/12/2025,519.18,NUMATIC CRG8055/120T; ACCESSORIES SPARES; KARCHER NT 27/1; KARCHER NT 27/1
56817,MEDW001,Medway NHS Foundation Trust,MEDW00102,Medway Maritime Hospital / Catering,ME7 5NY,Callback,230,13/12/2025,Pending Engineer Visit,Ciaran McRae,01/12/2025,85.51,TASKI SWINGO 455b
56811,BART003,Barts Health NHS Trust / Newham University Hospital,BART00301,Newham University Hospital-Receipt & Distribution,E13 8SL,Arranged Visit,550,08/01/2026,Attended - Further Work Needed,Ray Oram,28/11/2025,711.63,Z - IMOP IMOP XL; i-team i-mop XL; Z - IMOP IMOP XL; TASKI ERGODISC 2000; TASKI ERGODISC 2000; TASKI ERGODISC 2000; i-team i-mop XXL; i-team i-mop XXL Pro; KARCHER wd2; i-team Cobotic 45; i-team i-mop XXL Pro
