JobID,Account Code,Account Name,Site Code,Site Name,PostCode,Job Type,Status,Visit Date,Portal Status,Allocated Engineer,Parts Due,Total Job Value,Equipment
56113,MAID002,Maidstone and Tunbridge Wells NHS Trust,MAID00202,Tunbridge Wells Hospital,TN2 4QJ,Callback,230,21/01/2026,Pending Engineer Visit,Ciaran McRae,06/10/2025,2623.6,TASKI SWINGO 455b; TASKI SWINGO 150; TASKI SWINGO XP-R; TASKI SWINGO XP-R; TASKI SWINGO XP-R; ACCESSORIES SPARES
56104,KING005,King George Invoices - FACM,KING00501,Mitie King George Hospital,IG3 8YB,Arranged Visit,400,08/12/2025,Awaiting Parts for Repair,Ciaran McRae,01/10/2025,704.71,MONTHLY SERVICE VARIOUS MACHINES TO BE SERVICE; i-team i-mop XL; i-team i-mop Lite; EXCENTR DAILY X1
56082,5011147,Mount Ephraim Gardens,5011147,Mount Ephraim Gardens,ME13 9TX,Field Service,230,20/11/2025,Pending Engineer Visit,Steve Batt,01/11/2025,0,Field Service Up to 3 Machines Per Visit
56076,NEWL004,Newline Essex Ltd,NEWL00418,Newline Essex / Whitebriars Residential Care Home,TN40 1NG,Field Service,230,19/11/2025,Pending Engineer Visit,Ciaran McRae,01/11/2025,0,i-team i-mop XL Plus
56075,NEWL004,Newline Essex Ltd,NEWL00270,Newline Essex / Whitebeach Care Home,TN38 0LA,Field Service,230,19/11/2025,Pending Engineer Visit,Ciaran McRae,01/11/2025,0,i-team i-mop XL Plus
56074,NEWL004,Newline Essex Ltd,NEWL00415,Newline Essex Ltd / Bexhill Care Centre,TN39 4QL,Field Service,230,19/11/2025,Pending Engineer Visit,Ciaran McRae,01/11/2025,0,Z - IMOP IMOP XL
56066,5005642,Heatherwood Hospital - Supp No 000003358,500564205,Farnham Centre For Health Hospital - Hotel Services,GU9 9QL,Arranged Visit,230,19/11/2025,Pending Engineer Visit,Adrian Chioveanu,01/11/2025,0,i-team i-mop XL; Nilfisk SC500; i-team i-mop XL; Nilfisk FM400H; Monthly Service Various machines to be serviced
56060,5005173,Armourers Hall-Fao Terry Stefan,5005173,Armourers Hall-Fao Terry Stefan,EC2R 5BJ,Field Service,250,27/11/2025,Pending Engineer Visit,Steve Batt,01/11/2025,0,Field Service Up to 3 Machines Per Visit
56057,5010786,Hilton London Heathrow Terminal 5,5010786,Hilton London Heathrow Terminal 5,SL3 0FF,Field Service,230,05/11/2025,Pending Engineer Visit,Shane Wingfield,01/11/2025,0,NILFISK ALTO NEPTUNE 3-25; Karcher cv66/2; TRUVOX wide area vacuum ; Rug Doctor Mighty Pro; Propress ME580; Field Service Up to 5 Machines Per Visit
56053,ADRI001,Adriatic Land 5 Limited,ADRI00101,Rendall and Rittner - The Landmark East Tower,E14 9AB,Field Service,230,11/11/2025,Pending Engineer Visit,Peter Hunte,01/11/2025,0,Fimap MMG PLUS CB; Karcher KM 85/50 W; Motorscrubber MS100; Prochem 2100RX-P; KARCHER HDS 6/12 C; Field Service Various machines to be serviced (as listed)
56051,5008894,County Square Capital Ltd,500889402,County Square Capital Ltd,TN23 1YB,Field Service,230,12/11/2025,Pending Engineer Visit,Ciaran McRae,01/11/2025,0,Nilfisk SC500; Fimap MMG PLUS CB; i-team i-mop XL; i-team i-mop XL Pro; Field Service Various machines to be serviced (as listed)
56048,5009486,Hoo Hing Ltd,500948606,Hoo Hing Ltd **/ Mitcham,CR4 3FL,Field Service,230,11/11/2025,Pending Engineer Visit,Peter Hunte,01/11/2025,0,Nilfisk BA611D
56046,5009486,Hoo Hing Ltd,500948609,Hoo Hing Ltd / Romford,RM8 1RX,Field Service,230,10/11/2025,Pending Engineer Visit,Ciaran McRae,01/11/2025,0,Nilfisk BR755
55986,WOL002,The Wolseley,WOL00202,Wolseley Group - Brasserie Zedel,W1F 7ED,Arranged Visit,250,18/11/2025,Pending Engineer Visit,Peter Hunte,01/11/2025,0,i-team i-mop XL Pro; Z - IMOP IMOP XL; LVC Service of referenced equipment
55985,WOL002,The Wolseley,WOL002,The Wolseley,W1J 9EB,Arranged Visit,230,06/11/2025,Pending Engineer Visit,Peter Hunte,05/11/2025,0,LVC Service of referenced equipment
55985,WOL002,The Wolseley,WOL002,The Wolseley,W1J 9EB,Arranged Visit,230,07/11/2025,Pending Engineer Visit,Peter Hunte,05/11/2025,0,LVC Service of referenced equipment
55890,ATLA001,Atlas Cleaning Limited,ATLA00154,Atlas FM / Arsenal Football Club - Emirates - Hornsey Road,N7 7AJ,Workshop Repair,230,25/10/2025,Pending Engineer Visit,Peter Hunte,24/09/2025,470.45,Duplex 420S
55887,ATLA001,Atlas Cleaning Limited,ATLA00154,Atlas FM / Arsenal Football Club - Emirates - Hornsey Road,N7 7AJ,Callback,230,15/01/2026,Pending Engineer Visit,Peter Hunte,24/09/2025,1860.27,Nilfisk SC6500 1100D; Bissell BG10; VIPER AS5160TO
55857,IJFA001,IJ Facilities Management Limited,IJFA00119,IJ Facilities Management Limited,RM20 2ZG,Callback,230,11/10/2025,Pending Engineer Visit,Steve Batt,,29.44,Fimap MXR
55853,MAID002,Maidstone and Tunbridge Wells NHS Trust,MAID00201,Maidstone Hospital,ME16 9QQ,Callback,230,13/12/2025,Pending Engineer Visit,Ciaran McRae,22/09/2025,433.12,TASKI VACUMAT 22T; Nilfisk VP600; Z - IMOP imop lite; ACCESSORIES SPARES; Nilfisk VP300 Hepa
55838,5001043,Greenwich Leisure Limited,500104320,Greenwich Leisure Limited / New Barnet Leisure Centre,EN4 9BS,Callback,230,22/01/2026,Pending Engineer Visit,Peter Hunte,19/09/2025,449.95,Dolphin Wave 100; Dolphin Wave 50
55805,5011204,Circle Health Group Ltd/Goring Hospital  Vendor 105740,501120402,Circle Health Group/Goring Hall Hospital,BN12 5AT,Callback,230,16/11/2025,Pending Engineer Visit,Adrian Chioveanu,16/09/2025,816.64,Z - IMOP IMOP XL; Z - IMOP IMOP XL; i-team i-mop XL
55805,5011204,Circle Health Group Ltd/Goring Hospital  Vendor 105740,501120402,Circle Health Group/Goring Hall Hospital,BN12 5AT,Callback,230,17/10/2025,Pending Engineer Visit,Adrian Chioveanu,16/09/2025,816.64,Z - IMOP IMOP XL; Z - IMOP IMOP XL; i-team i-mop XL
55805,5011204,Circle Health Group Ltd/Goring Hospital  Vendor 105740,501120402,Circle Health Group/Goring Hall Hospital,BN12 5AT,Callback,230,17/10/2025,Pending Engineer Visit,Adrian Chioveanu,16/09/2025,816.64,Z - IMOP IMOP XL; Z - IMOP IMOP XL; i-team i-mop XL
55792,5010935,Prime Hotels (UK) Ltd T/A Bulgari Hotel & Residences +,501093502,Bulgari Hotel & Residences,SW7 1DW,Callback,230,18/10/2025,Pending Engineer Visit,Steve Batt,16/09/2025,6.82,SEBO automatic x7; imop xl
55770,5009918,Warburtons +,500991803,Warburtons Ltd,EN3 7XG,Hire Callback,575,03/12/2025,Attended - In Processing,Ciaran McRae,12/09/2025,551.26,
55680,IJFA001,IJ Facilities Management Limited,IJFA00120,IJ Facilities Management Limited,W1D 1LT,Callback,250,20/09/2025,Pending Engineer Visit,Chris Thomas,,8.63,Viper AS530R
55672,5010442,Four Seasons Hotel Hampshire,501044201,Four Seasons Hotel Hampshire*,RG27 8TD,Callback,230,30/11/2025,Pending Engineer Visit,Adrian Chioveanu,03/10/2025,424.14,ENSIGN 300 EVO; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm
55668,UCLH001,UCLH +,UCLH00104,NHNN Hospital,WC1N 3BG,Callback,250,16/01/2026,Pending Engineer Visit,Chris Thomas,04/09/2025,160.99,TASKI VACUMAT 22T; KARCHER B40W
55632,5001123,Fishmongers Co +,5001123,Fishmongers Co +,EC4R 9EL,Field Service,230,02/10/2025,Pending Engineer Visit,Shane Wingfield,01/10/2025,0,Sebo  470 Comfort; Sebo  470 Comfort; NUMATIC PSP200; NUMATIC PSP200; NUMATIC PSP200; NUMATIC PSP200; NUMATIC PSP200; NUMATIC PSP200; NUMATIC PSP200; Nilfisk 421A; Nilfisk 421A; NUMATIC  ctt470-2; Karcher Unknown; Atlas Copco - B2-10N; Z -I mop xl; NUMATIC NRV200-11; NUMATIC hvr240-11; NUMATIC  PSP 200-11; NUMATIC  PSP 200-11; Field Service Various machines to be serviced (as listed)
55631,REAC001,React Specialist Cleaning Ltd,REAC00102,React Specialist Cleaning Ltd / UCLH,NW1 2PG,Field Service,230,03/10/2025,Pending Engineer Visit,Shane Wingfield,01/10/2025,0,MATRIX sv8
55626,CITY009,City Pride Residential Ltd,CITY00901,Rendall and Rittner/Landmark Pinnacle,E14 9GU,Field Service,230,14/10/2025,Pending Engineer Visit,Peter Hunte,01/10/2025,0,Sebo XP10 30cm; Truvox VBU; i-team i-mop XL; Truvox VBU; Fimap MMG PLUS CB; Top Regal SWM33; Field Service Various machines to be serviced (as listed)
55569,EXCE001,Excel Winner UK LTD - Dwellant,EXCE00102,FAO Carrie Mooney - Thames City Residential,SW8 5GZ,Field Service,230,14/10/2025,Pending Engineer Visit,Shane Wingfield,01/10/2025,0,NUMATIC VNR200-11; NUMATIC VNR200-11; PACVAC Velo; Numatic Quick NQ100 V16; Nilfisk SC500; Field Service Various machines to be serviced (as listed); i-team i-mop XL Pro
55559,DEPOT1,LVC,ATLA001288,Atlas FM / DHL Maidstone,ME20 7WT,Hire Service,230,21/01/2026,Pending Engineer Visit,Ciaran McRae,01/10/2025,0,Viper AS1050R; Viper AS1050R
55559,DEPOT1,LVC,ATLA001288,Atlas FM / DHL Maidstone,ME20 7WT,Hire Service,230,16/10/2025,Pending Engineer Visit,Ciaran McRae,01/10/2025,0,Viper AS1050R; Viper AS1050R
55408,WHIT004,St James Group Ltd,WHIT00401,White City Living/ Belvedere Row Appt / Conceirge Dept,W12 7RQ,Callback,400,05/12/2025,Awaiting Parts for Repair,Shane Wingfield,21/08/2025,154.69,Nilfisk SC6500 1100D; NUMATIC  hvr 160-11; NUMATIC  hvr 160-11; I TEAM I gum
55306,5010636,NLI Operator Ltd / CORINTHIA LONDON HOTEL,501063602,Corinthia Hotel London,SW1A 2BD,Callback,230,06/09/2025,Pending Engineer Visit,Steve Batt,13/08/2025,95.11,Sebo Dart 1
55233,UCLH001,UCLH +,UCLH00104,NHNN Hospital,WC1N 3BG,Callback,250,16/01/2026,Pending Engineer Visit,Chris Thomas,07/08/2025,66.84,Nilfisk SC351
55199,5009918,Warburtons +,500991803,Warburtons Ltd,EN3 7XG,Callback,230,13/12/2025,Pending Engineer Visit,Ciaran McRae,05/08/2025,98,
55148,5009486,Hoo Hing Ltd,500948606,Hoo Hing Ltd **/ Mitcham,CR4 3FL,Callback,230,23/08/2025,Pending Engineer Visit,Peter Hunte,31/07/2025,50.2,Nilfisk BA611D
55103,HOLL003,Hollytrees Primary School,HOLL003,Hollytrees Primary School,CM14 5RY,Field Service,230,10/09/2025,Pending Engineer Visit,Ciaran McRae,01/09/2025,0,Numatic TT4550S
55103,HOLL003,Hollytrees Primary School,HOLL003,Hollytrees Primary School,CM14 5RY,Field Service,230,09/09/2025,Pending Engineer Visit,Ciaran McRae,01/09/2025,0,Numatic TT4550S
55102,5010568,Downham Health and Leisure Centre,501056803,Downham Health and Leisure Centre,BR1 5EP,Field Service,230,23/01/2026,Pending Engineer Visit,Peter Hunte,01/09/2025,0,i-team i-mop XL Plus; i-team i-mop XL; Field Service Up to 2 Machines Per Visit
55101,BAKK001,Bakkavor Foods Limited/Gunpala,BAKK00103,Bakkavor Meals - London-Sibu Sivagaran,NW10 7SY,Field Service,230,03/09/2025,Pending Engineer Visit,Peter Hunte,01/09/2025,0,Z - IMOP  IMOP XL; i-team i-mop XL; i-team i-mop Lite; i-team i-mop XL; Field Service Various machines to be serviced (as listed); NILFISK ALTO Mc 7p-195/1280 FA
55080,TWIC001,Twickenham Experience Ltd +,TWIC001,Twickenham Experience Ltd +,TW2 7BA,Field Service,230,04/09/2025,Pending Engineer Visit,Peter Hunte,01/09/2025,0,Nilfisk SC450; Nilfisk SC450; Nilfisk SC450; Field Service Up to 3 Machines Per Visit
55050,5010120,Ashford Indoor Bowls Club,5010120,Ashford Indoor Bowls Club,TN23 4QD,Field Service,230,24/09/2025,Pending Engineer Visit,Ciaran McRae,01/09/2025,0,Truvox Wav; Sebo 370; Field Service Various machines to be serviced (as listed)
55040,5010043,Parkside Community Primary School +,5010043,Parkside Community Primary School +,WD6 4EP,Field Service,250,19/12/2025,Pending Engineer Visit,Ciaran McRae,01/09/2025,0,VIPER AS 430B; CLEANFIX BS360; SEBO BS 360; CLEANFIX BS 360 C; Field Service Various machines to be serviced (as listed)
55014,BART001,Barth Haas UK Ltd,BART001,Barth Haas UK Ltd,TN12 6DQ,Field Service,230,14/09/2026,Pending Engineer Visit,Peter Hunte,01/09/2025,0,Fimap MMG PLUS CB
54992,5001056,Casna Group,5001056,Casna Group,NW5 3AB,Callback FOC,400,30/07/2025,Awaiting Parts for Repair,Adrian Chioveanu,25/07/2025,0,LINDHAUS LW44 Flexy hybrid
54800,ATLA001,Atlas Cleaning Limited,ATLA00148,Atlas FM / Arsenal Training Ground - St Albans,AL2 1DR,Callback,230,23/08/2025,Pending Engineer Visit,Peter Hunte,11/07/2025,726.83,PROCHEM 1201 ps
54797,MEDW001,Medway NHS Foundation Trust,MEDW00102,Medway Maritime Hospital / Catering,ME7 5NY,Callback,230,25/09/2025,Pending Engineer Visit,Ciaran McRae,11/07/2025,22.74,TASKI SWINGO 455b
54738,STGE004,St George's House Trust (Windsor Castle),STGE004,St George's House Trust (Windsor Castle),SL4 1NJ,Callback,250,12/07/2025,Pending Engineer Visit,Peter Hunte,07/07/2025,11.94,Sebo  bs 36 comfort
54729,5010794,The Royal Household,501079404,Windsor Castle,SL4 1NJ,Callback,230,03/07/2025,Pending Engineer Visit,Peter Hunte,04/07/2025,0,
54547,STMA003,St Mary Magdalena C of E School,STMA003,St Mary Magdalena C of E School,SE10 0NF,Field Service,230,27/08/2025,Pending Engineer Visit,Peter Hunte,13/08/2025,0,Viper ROS1300
54542,5009486,Hoo Hing Ltd,500948606,Hoo Hing Ltd **/ Mitcham,CR4 3FL,Field Service,230,12/08/2025,Pending Engineer Visit,Peter Hunte,01/08/2025,0,Nilfisk BA611D
54487,5001043,Greenwich Leisure Limited,500104329,Greenwich Leisure Limited / Park Sports Centre,OX33 1QZ,Field Service,230,02/03/2026,Pending Engineer Visit,Peter Hunte,13/08/2025,0,VIPER AS4325B
54480,5010596,EMCOR UK - Supplier No. 179139,5010596706,EMCOR UK /JTI/Sophie Gore,SW15 2LL,Field Service,250,28/08/2025,Pending Engineer Visit,Adrian Chioveanu,02/08/2025,0,Field Service Up to 7 Machines Per Visit
54433,NOBU001,London Portman Hotel Ltd T/a Nobu Hotel London Portman Squar,NOBU001,London Portman Hotel Ltd T/a Nobu Hotel London Portman Squar,W1H 7BG,Callback,230,05/07/2025,Pending Engineer Visit,Steve Batt,17/06/2025,256.16,Sebo AUTOMATIC XP 10; Sebo AUTOMATIC XP 10; Sebo AUTOMATIC XP 10; Sebo XP10 30cm; Sebo AUTOMATIC XP 10; Sebo XP10 30cm; Sebo XP10 30cm; Sebo XP10 30cm; BISSELL 64P8C
54412,FAF001,Firman Glass (Harold Wood) Limited +,FAF001,Firman Glass (Harold Wood) Limited +,RM3 0JH,Field Service,230,22/07/2025,Pending Engineer Visit,Ciaran McRae,01/07/2025,0,Nilfisk SC450
54308,GROS001,Grosvenor House Suites,GROS00102,Grosvenor House Suites By Jumeirah Living,W1K 7TN,Callback,250,10/11/2025,Pending Engineer Visit,Chris Thomas,06/06/2025,141.9,BISSELL 48F3E BIG GREEN ; Sebo XP10 30cm; Sebo XP10 30cm
54305,HOLI012,Heathrow Operating Co Ltd / Holiday Inn & Staybridge Suits,HOLI01201,Holiday Inn London Heathrow Airport-Aimbridge-EMEA,UB7 0DQ,Callback,400,23/06/2025,Awaiting Parts for Repair,Peter Hunte,06/06/2025,100.72,KARCHER hds 7/10-4m
54184,5010169,Mandeville Primary School (429),5010169,Mandeville Primary School (429),AL1 2LE,Field Service,230,03/07/2025,Pending Engineer Visit,Ciaran McRae,03/07/2025,0,Sebo 470; SEBO  470 Electronic; Sebo 370; Sebo 370 Comfort; BISSELL 64P8E
54176,5008344,The Grove Hotel,500834407,Grove Hotel-Jamie Grierson,WD3 4TG,Field Service,230,22/07/2025,Pending Engineer Visit,Shane Wingfield,21/07/2025,4.9,Viper AS380/15C-UK; Z - IMOP/ Imop XL; Karcher HD 6/13 CX Plus; Viper As710R; Viper LSU395; Field Service Various machines to be serviced (as listed)
54176,5008344,The Grove Hotel,500834407,Grove Hotel-Jamie Grierson,WD3 4TG,Field Service,230,21/07/2025,Pending Engineer Visit,Shane Wingfield,21/07/2025,4.9,Viper AS380/15C-UK; Z - IMOP/ Imop XL; Karcher HD 6/13 CX Plus; Viper As710R; Viper LSU395; Field Service Various machines to be serviced (as listed)
54101,CITY009,City Pride Residential Ltd,CITY00901,Rendall and Rittner/Landmark Pinnacle,E14 9GU,Callback,230,02/09/2025,Pending Engineer Visit,Peter Hunte,23/05/2025,509.89,Fimap MMG PLUS CB; Fimap MMG PLUS CB
54101,CITY009,City Pride Residential Ltd,CITY00901,Rendall and Rittner/Landmark Pinnacle,E14 9GU,Callback,230,01/09/2025,Pending Engineer Visit,Peter Hunte,23/05/2025,509.89,Fimap MMG PLUS CB; Fimap MMG PLUS CB
54101,CITY009,City Pride Residential Ltd,CITY00901,Rendall and Rittner/Landmark Pinnacle,E14 9GU,Callback,230,06/08/2025,Pending Engineer Visit,Peter Hunte,23/05/2025,509.89,Fimap MMG PLUS CB; Fimap MMG PLUS CB
54071,NOBU001,London Portman Hotel Ltd T/a Nobu Hotel London Portman Squar,NOBU001,London Portman Hotel Ltd T/a Nobu Hotel London Portman Squar,W1H 7BG,Callback,230,31/05/2025,Pending Engineer Visit,Steve Batt,22/05/2025,103.92,Sebo AUTOMATIC XP 10; SEBO XP 20
54013,5008019,Omni Facilities Management Ltd,5008019184,The Omni Group/London Marriott Hotel Regents Park,NW3 3ST,Callback FOC,230,24/05/2025,Pending Engineer Visit,Steve Batt,19/05/2025,0,imop xl
53782,5009783,Superdrug - Goods In,5009783,Superdrug - Goods In,LU5 4RZ,Callback,250,24/11/2025,Pending Engineer Visit,Ciaran McRae,28/04/2025,1702.2,KARCHER B 250 R I
53782,5009783,Superdrug - Goods In,5009783,Superdrug - Goods In,LU5 4RZ,Callback,250,24/11/2025,Pending Engineer Visit,Peter Hunte,28/04/2025,1702.2,KARCHER B 250 R I
53774,5010003,DB Sheet Metals,5010003,DB Sheet Metals,CB9 8PH,Field Service,230,06/06/2025,Pending Engineer Visit,Ciaran McRae,01/06/2025,0,Nilfisk ATTIX 961-01 13A
53772,5010577,Nomura International PLC +,501057706,Nomura International PLC,EC4R 3AB,Field Service,250,27/09/2025,Pending Engineer Visit,Adrian Chioveanu,01/06/2025,0,imop xl; i-team i-mop XL; Field Service Various machines to be serviced (as listed)
53669,5009440,ACT Clean / Head Office,500944072,ACT Clean / Park Tower,SW1X 7RN,Callback,230,27/09/2025,Pending Engineer Visit,Peter Hunte,25/04/2025,110.05,
53559,5001123,Fishmongers Co +,5001123,Fishmongers Co +,EC4R 9EL,Callback,230,31/05/2025,Pending Engineer Visit,Shane Wingfield,10/04/2025,27.52,Z -I mop xl; NUMATIC  PSP 200-11
53385,5009486,Hoo Hing Ltd,500948606,Hoo Hing Ltd **/ Mitcham,CR4 3FL,Field Service,230,13/05/2025,Pending Engineer Visit,Peter Hunte,01/05/2025,0,Nilfisk BA611D
53383,5009486,Hoo Hing Ltd,500948609,Hoo Hing Ltd / Romford,RM8 1RX,Field Service,230,16/06/2025,Pending Engineer Visit,Ciaran McRae,01/05/2025,0,Nilfisk BR755
53214,5009809,1Life Management Solutions London - Supp No: 015415,500980901,Willesden PFI,NW10 3QX,Callback,250,13/04/2025,Pending Engineer Visit,Adrian Chioveanu,18/03/2025,50.2,Nilfisk BA611D
53042,5002131,Bakkavor Pizza,500213102,Bakkavor Pizza,HA3 8NT,Callback,230,31/03/2025,Pending Engineer Visit,Ray Oram,04/03/2025,34.9,
53029,5009184,West Suffolk NHS Foundation Trust,500918402,West Suffolk NHS Foundation Trust / West Suffolk Hospital - Housekeeping,IP33 2QZ,Arranged Visit,600,06/01/2026,Requires Invoicing,Ray Oram,20/04/2025,26.72,VIPER AS4325B; Monthly Service Visit 2 - 10 machines per visit; MATRIX SO8; TENNANT CS16; NUMATIC NQ 100
52929,CHIL001,Chiltern Street Hotel Limited +,CHIL00102,Chiltern Street Hotel Ltd,W1U 7PA,Field Service,230,22/04/2025,Pending Engineer Visit,Z - Hussain Musawi,20/04/2025,0,Rug Doctor Mighty Pro; Monthly Service 7 Machines to be Serviced; Sebo XP10 30cm; Sebo Dart 1; Sebo XP10 30cm; Sebo XP10 30cm; i-team i-mop XL Pro
52837,5009073,Strand Palace Hotel  +,500907302,Strand Palace Hotel / Maintenance Dept,WC2R 0JJ,Callback,400,14/06/2025,Awaiting Parts for Repair,Adrian Chioveanu,24/02/2025,203.16,TASKI SWINGO 350
52837,5009073,Strand Palace Hotel  +,500907302,Strand Palace Hotel / Maintenance Dept,WC2R 0JJ,Callback,400,13/08/2025,Awaiting Parts for Repair,Adrian Chioveanu,24/02/2025,203.16,TASKI SWINGO 350
52751,KNIG002,Knightsbridge Resident Management Company Ltd,KNIG002,Knightsbridge Resident Management Company Ltd,SW7 1RH,Callback,250,12/07/2025,Pending Engineer Visit,Peter Hunte,13/02/2025,71.09,
52603,5010169,Mandeville Primary School (429),5010169,Mandeville Primary School (429),AL1 2LE,Field Service,230,03/04/2025,Pending Engineer Visit,Ciaran McRae,03/04/2025,0,Sebo 470; SEBO  470 Electronic; Sebo 370; Sebo 370 Comfort; BISSELL 64P8E
52577,5001007,Alan Spargo Ltd +,5001007,Alan Spargo Ltd +,HP12 3TA,Field Service,250,20/09/2025,Pending Engineer Visit,Adrian Chioveanu,01/03/2025,0,Nilfisk GM80/81; Nilfisk GM80/81; Nilfisk GM80/81; Numatic TT345T; Nilfisk GM80/81; Nilfisk GS80; Nilfisk GM80/81; Nilfisk GS83; Viper LSU395; Field Service Various machines to be serviced (as listed)
52576,5010219,Camvac International Ltd +,501021901,Camvac International Ltd- Fang 28T/Attix 40 Contract 2,IP24 3QY,Field Service,230,11/03/2025,Pending Engineer Visit,Ciaran McRae,01/03/2025,0,Viper Fang 28t; Nilfisk Allto Attix 40; Field Service Various machines to be serviced (as listed)
52390,PELL001,Peninsula London  LP,PELL00101,Peninsula London LP / Housekeeping,SW1X 7HJ,Callback,230,03/05/2025,Pending Engineer Visit,Shane Wingfield,21/01/2025,194.52,Orbot Sprayborg
52123,ACCE001,Accelerate Cleaning Solutions LTD,ACCE00121,Accelerate Cleaning Solutions LTD / Grace Cook Primary School and Nursery,IP14 1GB,Field Service,250,06/10/2025,Pending Engineer Visit,Chris Thomas,01/02/2025,0,Viper Fang 18C; LVC Service of referenced equipment
52058,5010794,The Royal Household,501079445,Buckingham Palace,SW1A 1AA,Callback,230,08/02/2025,Pending Engineer Visit,Peter Hunte,20/12/2024,48.01,Sebo 350 Evo; SEBO automatic x7; Sebo 350 Evo
51943,5009291,Tilda Rice Ltd +,5009291,Tilda Rice Ltd +,RM13 9YQ,Field Service,230,28/01/2025,Pending Engineer Visit,Ciaran McRae,01/01/2025,0,NILFISK ATTIX 761-21 XC; NILFISK ATTIX 761-21 XC; NILFISK ATTIX 761-21 XC; NILFISK ATTIX 761-21 XC; NILFISK IVB 7-M B1; IPC CT15 B; Nilfisk SC351; - Various Machines to be service
51936,ZEDW001,Criterion Hospitality Ltd,ZEDW00101,Zedwell Piccadilly Hotel,W1D 7DH,Field Service,250,15/01/2025,Pending Engineer Visit,Peter Hunte,01/01/2025,0,KARCHER b110
51914,5008404,Mitie Cleaning & Enviromental Services Ltd,500840402,Mitie Cleaning & Enviromental Services Ltd,SW1P 4FG,Field Service,230,30/08/2025,Pending Engineer Visit,Peter Hunte,01/01/2025,0,Nilfisk BRV900; Nilfisk BA611D; Craftex 5040; Fimap MY16; Field Service Various machines to be serviced (as listed)
51874,BART001,Barth Haas UK Ltd,BART001,Barth Haas UK Ltd,TN12 6DQ,Field Service,230,15/06/2026,Pending Engineer Visit,Peter Hunte,01/01/2025,0,Fimap MMG PLUS CB
51506,ADRI001,Adriatic Land 5 Limited,ADRI00101,Rendall and Rittner - The Landmark East Tower,E14 9AB,Callback,230,01/03/2025,Pending Engineer Visit,Y - Adam O'sullivan,14/11/2024,166.12,Karcher KM 85/50 W
51297,5010003,DB Sheet Metals,5010003,DB Sheet Metals,CB9 8PH,Field Service,400,15/08/2025,Awaiting Parts for Repair,Ciaran McRae,01/12/2024,0,Nilfisk ATTIX 961-01 13A
50929,5009486,Hoo Hing Ltd,500948609,Hoo Hing Ltd / Romford,RM8 1RX,Field Service,230,16/11/2024,Pending Engineer Visit,Ciaran McRae,01/11/2024,0,
50820,PELL001,Peninsula London  LP,PELL00101,Peninsula London LP / Housekeeping,SW1X 7HJ,Callback,500,24/06/2025,Attended,Shane Wingfield,03/10/2024,160,PacVac Velo GO; KARCHER HD7125
50820,PELL001,Peninsula London  LP,PELL00101,Peninsula London LP / Housekeeping,SW1X 7HJ,Callback,500,09/01/2026,Attended,Shane Wingfield,03/10/2024,160,PacVac Velo GO; KARCHER HD7125
50409,5006840,St Paul's Cathedral Choir School +,5006840,St Paul's Cathedral Choir School +,EC4M 9AD,Field Service,250,04/12/2025,Pending Engineer Visit,Adrian Chioveanu,01/10/2024,0,MASTERVAC mv12; Rug Doctor Mighty Pro; Numatic NRV200; Rug Doctor Wide Track; HOOVER C5224; Numatic HVR200; NUMATIC HVR200-11; Numatic WV470­ 2; NUMATIC hvr160-11; NUMATIC HVR 200-12; TRUVOX Valet Aqua 40; NUMATIC hvr160-11; NUMATIC hvr160-11; KARCHER BD 30/4 C
50344,5010794,The Royal Household,501079404,Windsor Castle,SL4 1NJ,Callback,230,19/10/2024,Pending Engineer Visit,Peter Hunte,06/09/2024,71.72,Nilfisk HDS2000
50163,5008032,Principle Cleaning Services Ltd,500803205,Principle Cleaning Ltd/ Lloyds of London,EC3M 7HA,Callback,230,12/10/2024,Pending Engineer Visit,Peter Hunte,22/08/2024,150.3,i-team i-mop XL; Z - IMOP  IMOP XL
48005,BART001,Barth Haas UK Ltd,BART001,Barth Haas UK Ltd,TN12 6DQ,Field Service,230,16/03/2026,Pending Engineer Visit,Peter Hunte,01/05/2024,0,Fimap MMG PLUS CB
